article_id,topic,word_count,sentiment_score,source_credibility,num_exclamations,has_author,capital_word_ratio,share_count,label
3817,,297.0,-0.732,3.74,7.0,0.0,0.073,3732.0,Fake
3818,Health,356.0,0.936,1.93,4.0,0.0,0.305,309.0,Fake
3819,,724.0,-0.196,6.76,1.0,1.0,0.091,586.0,Real
3820,,90.0,0.948,3.07,4.0,0.0,0.164,259.0,Fake
3821,Politics,484.0,-0.135,8.47,0.0,1.0,0.075,39.0,Real
3822,Entertainment,690.0,-0.108,6.52,0.0,1.0,0.045,480.0,Real
3823,Sports,575.0,0.345,8.1,1.0,1.0,0.078,29.0,Real
3824,Entertainment,312.0,0.524,4.48,3.0,1.0,0.222,62.0,Fake
3825,Sports,554.0,0.46,5.0,0.0,1.0,0.055,1794.0,Real
3826,Technology,544.0,0.269,5.44,2.0,1.0,0.167,421.0,Real
3827,Entertainment,327.0,-0.943,3.14,2.0,0.0,0.179,720.0,Fake
3828,,533.0,0.216,7.91,0.0,1.0,,177.0,Real
3829,Entertainment,407.0,-0.542,3.37,5.0,0.0,0.204,515.0,Fake
3830,Health,391.0,0.724,3.66,2.0,1.0,0.269,38.0,Fake
3831,Politics,,0.058,10.0,1.0,0.0,0.0,995.0,Real
3832,Entertainment,244.0,-0.995,5.28,,0.0,0.132,1209.0,Fake
3833,Technology,769.0,0.434,5.25,0.0,0.0,0.105,163.0,Real
3834,Economy,616.0,-0.469,7.39,,1.0,0.098,673.0,Real
3835,Health,509.0,-0.446,5.83,2.0,1.0,0.16,153.0,Real
3836,Politics,526.0,0.128,4.03,5.0,0.0,0.181,3486.0,Fake
3837,Sports,167.0,0.638,3.79,,1.0,0.392,1469.0,Fake
3838,Entertainment,230.0,,1.08,6.0,0.0,0.095,776.0,Fake
3839,Politics,193.0,-0.333,5.94,1.0,1.0,0.258,994.0,Fake
3840,Economy,564.0,0.408,8.76,1.0,1.0,0.131,313.0,Real
3841,Health,589.0,0.304,7.38,0.0,1.0,0.058,639.0,Real
3842,Politics,105.0,-0.808,5.07,4.0,0.0,0.289,707.0,Fake
3843,Entertainment,198.0,-0.262,2.43,4.0,0.0,0.268,2141.0,Fake
3844,Politics,333.0,0.985,1.81,3.0,0.0,0.324,163.0,Fake
3845,Health,513.0,-0.061,5.45,0.0,1.0,0.129,1351.0,Real
3846,Science,381.0,0.034,5.77,4.0,0.0,0.077,2656.0,Fake
3847,Entertainment,597.0,0.265,5.78,2.0,1.0,0.075,139.0,Real
3848,Entertainment,449.0,-0.052,5.1,1.0,0.0,0.37,2139.0,Fake
3849,Technology,585.0,,7.52,0.0,1.0,0.049,194.0,Real
3850,Entertainment,56.0,-0.196,5.89,7.0,1.0,0.116,517.0,Fake
3851,Entertainment,338.0,0.187,4.56,6.0,0.0,0.559,729.0,Fake
3852,Health,202.0,-0.838,3.17,5.0,0.0,0.233,,Fake
3853,Science,,-0.268,8.75,2.0,1.0,0.022,1286.0,Real
3854,Science,,-0.307,3.53,2.0,0.0,0.141,128.0,Fake
3855,Science,424.0,0.266,7.75,3.0,1.0,0.17,56.0,Real
3856,Technology,168.0,0.361,3.51,2.0,0.0,0.186,2317.0,Fake
3857,Health,258.0,0.134,1.43,5.0,1.0,0.207,1299.0,Fake
3858,Health,311.0,0.16,7.06,0.0,0.0,0.289,1364.0,Fake
3859,Economy,96.0,0.649,3.45,3.0,0.0,0.131,5.0,Fake
3860,Entertainment,279.0,-0.937,1.98,3.0,1.0,0.219,852.0,Fake
3861,Entertainment,517.0,-0.088,7.7,,1.0,0.056,1063.0,Real
3862,Politics,319.0,-0.59,3.81,9.0,0.0,0.208,285.0,Fake
3863,Entertainment,474.0,0.718,2.75,2.0,1.0,0.164,765.0,Fake
3864,Sports,,,6.59,0.0,,0.037,851.0,Real
3865,Entertainment,141.0,-0.359,5.91,7.0,,0.144,651.0,Fake
3866,,156.0,0.058,1.15,5.0,0.0,0.247,312.0,Fake
3867,Health,410.0,0.293,7.07,0.0,1.0,0.091,420.0,Real
3868,Economy,579.0,0.266,8.28,0.0,1.0,0.106,699.0,Real
3869,Technology,696.0,0.269,5.16,2.0,1.0,0.07,1618.0,Real
3870,Health,728.0,0.208,,0.0,1.0,0.192,1213.0,Real
3871,,,0.232,2.62,1.0,0.0,0.184,,Fake
3872,Politics,493.0,0.251,1.71,3.0,1.0,0.24,1891.0,Fake
3873,Entertainment,580.0,0.484,9.73,1.0,1.0,0.07,,Real
3874,Technology,354.0,0.394,7.36,1.0,1.0,0.17,2035.0,Real
3875,Health,214.0,-0.549,6.74,7.0,1.0,0.17,38.0,Fake
3876,Health,530.0,0.288,4.19,7.0,0.0,0.504,5398.0,Fake
3877,Health,521.0,-0.318,6.21,1.0,1.0,0.043,295.0,Real
3878,Sports,485.0,,7.72,0.0,1.0,0.065,894.0,Real
3879,Sports,289.0,-0.509,1.13,1.0,0.0,0.176,1971.0,Fake
3880,Health,486.0,0.842,2.57,5.0,0.0,0.227,522.0,Fake
3881,Politics,485.0,-0.455,,0.0,1.0,0.125,2679.0,Real
3882,Entertainment,379.0,0.547,3.88,7.0,0.0,0.295,,Fake
3883,Health,350.0,-0.265,3.46,,1.0,0.234,1545.0,Fake
3884,Politics,321.0,0.785,1.87,,0.0,0.287,301.0,Fake
3885,Health,341.0,-0.837,2.76,8.0,1.0,0.244,499.0,Fake
3886,Politics,132.0,-0.82,1.9,5.0,1.0,0.201,1402.0,Fake
3887,Technology,502.0,-0.073,7.85,0.0,,0.06,585.0,Real
3888,Politics,451.0,0.777,2.54,8.0,0.0,0.269,2449.0,Fake
3889,Technology,413.0,-0.299,5.04,,1.0,0.0,,Real
3890,Sports,796.0,-0.248,8.02,1.0,1.0,0.174,,Real
3891,Economy,201.0,,3.68,4.0,1.0,0.3,,Fake
3892,Entertainment,447.0,0.312,8.28,0.0,1.0,,787.0,Real
3893,Technology,454.0,-0.095,2.73,3.0,0.0,0.192,,Fake
3894,Technology,161.0,-0.927,2.05,12.0,0.0,0.378,151.0,Fake
3895,Politics,427.0,-0.806,5.18,5.0,,,,Fake
3896,,591.0,-0.088,5.57,0.0,1.0,0.099,393.0,Real
3897,,347.0,-0.342,8.79,0.0,1.0,0.0,532.0,Real
3898,Science,623.0,0.23,6.57,1.0,1.0,0.145,1366.0,Real
3899,Technology,317.0,-0.589,1.76,5.0,0.0,0.216,274.0,Fake
3900,Sports,435.0,,3.99,9.0,0.0,0.189,1323.0,Fake
3901,Technology,351.0,0.134,,5.0,1.0,0.325,1479.0,Fake
3902,Economy,342.0,-0.63,2.09,4.0,1.0,0.15,202.0,Fake
3903,Economy,323.0,0.286,2.36,10.0,1.0,0.365,410.0,Fake
3904,Politics,468.0,0.194,,3.0,0.0,0.194,24.0,Fake
3905,Entertainment,339.0,0.992,4.84,4.0,1.0,,619.0,Fake
3906,Health,526.0,0.259,7.43,0.0,1.0,,613.0,Real
3907,Entertainment,576.0,-0.376,8.03,1.0,1.0,0.036,407.0,Real
3908,Technology,544.0,0.236,5.82,5.0,1.0,0.173,1540.0,Real
3909,Health,90.0,-0.932,,6.0,0.0,0.304,3779.0,Fake
3910,Science,448.0,-0.362,5.54,0.0,0.0,0.124,453.0,Real
3911,Politics,300.0,-0.574,1.98,3.0,0.0,0.262,575.0,Fake
3912,Politics,353.0,0.12,7.08,2.0,1.0,0.056,690.0,Real
3913,Entertainment,203.0,-0.482,4.94,6.0,0.0,0.299,81.0,Fake
3914,Politics,540.0,-0.173,6.57,0.0,1.0,0.141,62.0,Real
3915,Health,671.0,-0.21,6.24,1.0,1.0,0.096,,Real
3916,Entertainment,126.0,-0.08,1.23,9.0,0.0,0.287,342.0,Fake
3917,Technology,257.0,-0.558,7.86,7.0,1.0,0.119,243.0,Fake
3918,Economy,200.0,0.867,4.17,5.0,1.0,0.202,856.0,Fake
3919,Sports,,-0.021,2.71,5.0,0.0,0.415,574.0,Fake
3920,Entertainment,466.0,-0.338,6.23,,1.0,0.073,13.0,Real
3921,Politics,439.0,0.02,5.24,3.0,,0.182,1441.0,Fake
3922,Health,193.0,,5.2,5.0,1.0,0.154,153.0,Fake
3923,Politics,761.0,0.35,5.95,1.0,1.0,0.089,1528.0,Real
3924,Entertainment,487.0,0.545,0.94,4.0,1.0,0.291,3602.0,Fake
3925,Health,538.0,-0.395,10.0,1.0,1.0,0.047,230.0,Real
3926,Health,328.0,-0.477,5.25,,1.0,0.189,1153.0,Fake
3927,Technology,373.0,,2.36,4.0,0.0,0.224,1357.0,Fake
3928,Technology,253.0,-0.636,4.6,6.0,1.0,0.271,3271.0,Fake
3929,Entertainment,132.0,-0.363,6.26,8.0,0.0,0.266,406.0,Fake
3930,Economy,403.0,-0.359,2.66,6.0,1.0,0.179,397.0,Fake
3931,Entertainment,86.0,-0.398,5.12,4.0,0.0,0.108,1746.0,Fake
3932,Sports,684.0,0.075,6.61,2.0,1.0,0.123,1882.0,Real
3933,,596.0,-0.127,,1.0,1.0,0.019,448.0,Real
3934,Politics,351.0,0.463,6.23,0.0,1.0,0.058,,Real
3935,Health,383.0,0.488,4.06,6.0,1.0,0.374,820.0,Fake
3936,Economy,50.0,,3.96,8.0,0.0,0.236,1192.0,Fake
3937,Science,454.0,0.387,7.77,0.0,1.0,0.084,,Real
3938,Health,614.0,0.449,6.87,0.0,1.0,0.038,1783.0,Real
3939,Technology,688.0,-0.294,5.32,0.0,1.0,,888.0,Real
3940,Entertainment,310.0,0.091,5.77,2.0,1.0,0.154,490.0,Real
3941,,265.0,-0.755,4.68,6.0,0.0,,378.0,Fake
3942,Health,558.0,-0.385,9.27,1.0,1.0,0.094,87.0,Real
3943,Health,,-0.123,3.21,,0.0,0.319,2212.0,Fake
3944,Politics,830.0,-0.495,6.84,2.0,1.0,0.036,,Real
3945,Technology,183.0,0.502,5.46,9.0,1.0,0.358,334.0,Fake
3946,Health,121.0,0.949,3.13,7.0,1.0,0.208,1794.0,Fake
3947,Health,558.0,0.296,,1.0,1.0,0.096,553.0,Real
3948,Politics,673.0,-0.403,6.35,0.0,1.0,0.165,510.0,Real
3949,Entertainment,238.0,-0.403,3.06,4.0,0.0,0.117,,Fake
3950,Health,451.0,-0.127,7.8,1.0,1.0,,384.0,Real
3951,Entertainment,,-0.277,7.77,2.0,0.0,0.032,855.0,Real
3952,Science,592.0,0.216,5.22,0.0,1.0,0.089,285.0,Real
3953,Science,423.0,0.334,8.76,0.0,1.0,0.016,,Real
3954,Entertainment,366.0,,6.55,,1.0,0.052,610.0,Real
3955,Technology,684.0,,6.71,0.0,,0.148,431.0,Real
3956,Entertainment,438.0,0.307,,,1.0,0.122,192.0,Real
3957,Science,414.0,0.018,5.03,2.0,1.0,0.334,61.0,Fake
3958,Technology,570.0,0.322,3.08,6.0,0.0,0.255,456.0,Fake
3959,Health,529.0,-0.384,8.87,0.0,1.0,0.001,60.0,Real
3960,Politics,209.0,-0.36,4.75,5.0,0.0,0.161,749.0,Fake
3961,Health,204.0,0.427,,6.0,1.0,0.274,3037.0,Fake
3962,,666.0,-0.433,,2.0,1.0,,1146.0,Real
3963,Politics,252.0,0.615,2.1,5.0,0.0,0.407,3466.0,Fake
3964,Politics,419.0,-0.098,2.22,,1.0,0.212,561.0,Fake
3965,Health,626.0,,,0.0,1.0,0.118,1584.0,Real
3966,Entertainment,289.0,0.185,3.58,6.0,0.0,0.453,807.0,Fake
3967,Health,405.0,0.077,3.3,5.0,1.0,0.27,3838.0,Fake
3968,Entertainment,458.0,-0.018,4.29,4.0,0.0,0.379,865.0,Fake
3969,,484.0,0.124,8.88,,1.0,0.071,631.0,Real
3970,Sports,375.0,0.78,5.37,,0.0,0.289,,Fake
3971,Politics,527.0,-0.227,7.3,0.0,0.0,0.011,372.0,Real
3972,Sports,327.0,0.071,4.51,7.0,0.0,0.0,336.0,Fake
3973,Politics,151.0,0.697,2.11,8.0,0.0,0.255,221.0,Fake
3974,Economy,531.0,-0.39,5.54,2.0,1.0,,1156.0,Real
3975,Politics,83.0,0.121,7.3,5.0,1.0,0.125,2958.0,Fake
3976,Health,334.0,0.905,2.34,5.0,1.0,0.276,2843.0,Fake
3977,Politics,385.0,-0.564,3.42,5.0,0.0,0.336,991.0,Fake
3978,Politics,304.0,0.376,3.24,,0.0,0.2,2535.0,Fake
3979,Entertainment,209.0,,1.17,3.0,1.0,0.276,2008.0,Fake
3980,,320.0,-0.569,3.24,,0.0,0.244,2063.0,Fake
3981,Health,639.0,0.192,10.0,1.0,1.0,0.095,1668.0,Real
3982,Technology,344.0,-0.71,1.35,3.0,0.0,0.225,,Fake
3983,Technology,604.0,0.244,8.06,0.0,1.0,0.0,558.0,Real
3984,Politics,530.0,-0.499,6.62,0.0,1.0,0.126,113.0,Real
3985,Politics,881.0,0.337,8.66,0.0,1.0,0.073,116.0,Real
3986,,417.0,-0.981,,5.0,0.0,0.265,2926.0,Fake
3987,Technology,573.0,-0.21,8.18,1.0,0.0,0.094,324.0,Real
3988,,526.0,,,0.0,,0.02,,Real
3989,Sports,,-0.032,8.03,0.0,1.0,0.171,508.0,Real
3990,,627.0,-0.154,7.54,,1.0,0.094,2093.0,Real
3991,Economy,435.0,0.352,8.17,0.0,1.0,0.088,1290.0,Real
3992,Entertainment,465.0,0.299,4.53,,0.0,0.204,791.0,Fake
3993,Politics,854.0,-0.446,5.44,1.0,1.0,0.05,1577.0,Real
3994,,364.0,-0.889,,6.0,0.0,0.396,2829.0,Fake
3995,Technology,907.0,0.368,6.29,,1.0,0.046,313.0,Real
3996,Economy,247.0,-0.301,2.48,3.0,0.0,0.309,147.0,Fake
3997,Health,842.0,-0.413,7.91,1.0,1.0,,364.0,Real
3998,Economy,383.0,,1.98,7.0,1.0,0.452,336.0,Fake
3999,Politics,442.0,0.696,,6.0,0.0,0.111,3212.0,Fake
4000,Entertainment,305.0,,9.93,1.0,1.0,0.114,82.0,Real
4001,Politics,472.0,-0.385,,0.0,1.0,0.109,151.0,Real
4002,Health,246.0,0.785,3.16,6.0,1.0,0.331,1085.0,Fake
4003,Politics,294.0,0.125,2.2,,1.0,0.371,1268.0,Fake
4004,Health,438.0,-0.076,6.21,4.0,0.0,0.162,395.0,Fake
4005,Technology,51.0,0.849,3.03,,0.0,0.292,,Fake
4006,Technology,622.0,-0.186,5.38,0.0,1.0,0.089,1268.0,Real
4007,Entertainment,160.0,-0.771,2.13,9.0,0.0,,53.0,Fake
4008,Health,745.0,0.157,8.57,1.0,1.0,0.0,615.0,Real
4009,Science,497.0,0.047,6.19,0.0,1.0,0.095,114.0,Real
4010,Politics,425.0,0.223,6.43,,0.0,0.434,1271.0,Fake
4011,Health,255.0,-0.753,3.11,2.0,1.0,0.28,827.0,Fake
4012,Sports,465.0,-0.854,,2.0,0.0,0.259,10788.0,Fake
4013,Entertainment,206.0,-0.15,5.26,,0.0,0.141,1317.0,Fake
4014,Sports,432.0,-0.2,4.28,5.0,1.0,0.164,2132.0,Fake
4015,Health,,-0.234,1.97,3.0,0.0,0.134,76.0,Fake
4016,Health,400.0,0.995,3.63,4.0,0.0,0.25,693.0,Fake
4017,Politics,517.0,-0.574,3.6,3.0,0.0,0.087,232.0,Fake
4018,Health,585.0,0.355,10.0,1.0,1.0,0.064,1566.0,Real
4019,Technology,432.0,-0.309,4.22,,0.0,0.256,,Fake
4020,Health,510.0,-0.361,6.8,1.0,1.0,0.19,520.0,Real
4021,Entertainment,456.0,-0.368,4.76,0.0,1.0,0.053,153.0,Real
4022,Sports,836.0,-0.254,8.5,0.0,1.0,0.1,286.0,Real
4023,Sports,232.0,0.909,,4.0,1.0,0.262,28.0,Fake
4024,Sports,637.0,0.478,6.28,1.0,1.0,0.101,81.0,Real
4025,,352.0,-0.496,5.51,3.0,1.0,0.104,610.0,Real
4026,Health,298.0,-0.37,3.05,3.0,0.0,0.124,7559.0,Fake
4027,Entertainment,618.0,0.35,4.98,3.0,0.0,0.008,79.0,Real
4028,Sports,382.0,-0.254,5.46,0.0,1.0,0.08,288.0,Real
4029,Economy,645.0,0.054,5.37,1.0,1.0,0.064,342.0,Real
4030,Politics,212.0,0.461,3.98,4.0,1.0,0.207,1655.0,Fake
4031,Sports,,-0.156,8.52,0.0,1.0,0.105,845.0,Real
4032,Politics,499.0,0.231,2.17,4.0,0.0,0.24,925.0,Fake
4033,Politics,404.0,-0.36,4.96,2.0,1.0,0.206,5171.0,Fake
4034,Technology,432.0,0.406,8.02,0.0,0.0,0.108,213.0,Real
4035,Health,720.0,0.383,5.44,2.0,1.0,0.0,480.0,Real
4036,Sports,379.0,0.644,5.55,2.0,0.0,,1045.0,Fake
4037,Technology,768.0,0.378,6.43,1.0,1.0,0.089,216.0,Real
4038,Science,336.0,-0.168,4.55,4.0,0.0,,2044.0,Fake
4039,Health,390.0,0.799,3.48,5.0,1.0,,2254.0,Fake
4040,Technology,388.0,0.145,5.75,1.0,0.0,0.12,2396.0,Real
4041,Technology,378.0,-0.67,2.87,5.0,0.0,0.219,678.0,Fake
4042,Technology,348.0,0.551,1.12,0.0,0.0,0.114,1922.0,Fake
4043,Science,316.0,-0.936,,6.0,0.0,0.191,3070.0,Fake
4044,Economy,567.0,-0.128,10.0,0.0,1.0,0.102,93.0,Real
4045,Entertainment,750.0,0.088,6.78,0.0,1.0,0.09,2825.0,Real
4046,Entertainment,358.0,0.221,3.24,3.0,1.0,0.207,179.0,Fake
4047,Technology,252.0,-0.056,2.56,3.0,0.0,0.383,1174.0,Fake
4048,Entertainment,463.0,-0.03,10.0,1.0,1.0,,1692.0,Real
4049,Science,678.0,-0.231,6.97,,1.0,0.066,975.0,Real
4050,Technology,378.0,0.039,4.72,3.0,0.0,0.161,1264.0,Fake
4051,,359.0,0.284,3.69,4.0,0.0,0.228,2133.0,Fake
4052,Technology,,-0.739,3.11,5.0,0.0,0.199,1367.0,Fake
4053,Entertainment,50.0,-0.187,3.43,1.0,0.0,0.242,1029.0,Fake
4054,Entertainment,640.0,0.045,5.85,0.0,1.0,0.132,730.0,Real
4055,Entertainment,477.0,-0.719,2.75,7.0,0.0,0.424,405.0,Fake
4056,Health,294.0,0.016,4.87,6.0,,0.274,2540.0,Fake
4057,Politics,321.0,0.006,6.4,2.0,1.0,0.0,331.0,Real
4058,Politics,339.0,0.646,4.88,4.0,1.0,0.191,1697.0,Fake
4059,Entertainment,657.0,0.037,6.94,0.0,1.0,0.119,222.0,Real
4060,Politics,269.0,0.583,3.45,6.0,0.0,0.327,1120.0,Fake
4061,Politics,219.0,-0.545,5.33,6.0,0.0,0.255,1216.0,Fake
4062,Entertainment,599.0,0.134,6.92,0.0,1.0,0.089,842.0,Real
4063,Entertainment,652.0,,7.52,1.0,1.0,0.098,200.0,Real
4064,Health,576.0,0.053,6.72,2.0,1.0,0.114,1236.0,Real
4065,Health,355.0,-0.704,3.29,3.0,0.0,0.214,173.0,Fake
4066,Politics,438.0,0.907,0.76,1.0,1.0,0.194,1093.0,Fake
4067,Health,569.0,-0.091,2.43,2.0,0.0,0.334,2785.0,Fake
4068,Politics,415.0,,7.49,1.0,1.0,0.065,484.0,Real
4069,Technology,370.0,0.721,1.91,5.0,1.0,0.152,1149.0,Fake
4070,Entertainment,544.0,-0.309,7.77,1.0,,,778.0,Real
4071,Health,400.0,0.412,5.34,1.0,1.0,0.107,858.0,Real
4072,,238.0,-0.801,1.48,4.0,0.0,0.305,95.0,Fake
4073,Technology,352.0,-0.997,4.87,3.0,1.0,0.164,,Fake
4074,Entertainment,713.0,0.35,8.49,1.0,1.0,0.123,314.0,Real
4075,Health,588.0,0.167,6.22,4.0,1.0,0.078,801.0,Real
4076,Health,449.0,-0.151,8.84,1.0,1.0,0.16,1371.0,Real
4077,Science,397.0,0.259,7.48,2.0,0.0,0.273,19.0,Fake
4078,Entertainment,324.0,0.634,2.92,6.0,1.0,0.308,6403.0,Fake
4079,Politics,549.0,-0.695,1.76,4.0,,0.29,3529.0,Fake
4080,Sports,395.0,0.943,4.82,4.0,0.0,0.361,2839.0,Fake
4081,Health,636.0,-0.403,,2.0,1.0,0.093,864.0,Real
4082,Sports,,-0.22,8.93,3.0,1.0,0.076,3.0,Real
4083,Entertainment,395.0,0.929,3.61,3.0,0.0,0.299,664.0,Fake
4084,Politics,598.0,-0.443,5.96,0.0,1.0,0.051,949.0,Real
4085,,336.0,0.018,5.28,9.0,1.0,0.085,89.0,Fake
4086,Health,198.0,-0.756,,4.0,,0.166,536.0,Fake
4087,Sports,611.0,-0.167,7.65,0.0,1.0,0.054,587.0,Real
4088,Entertainment,50.0,-0.046,1.97,4.0,1.0,0.458,3179.0,Fake
4089,Entertainment,400.0,0.571,,7.0,1.0,0.309,851.0,Fake
4090,Science,503.0,-0.074,7.81,0.0,1.0,0.141,165.0,Real
4091,Sports,244.0,-0.526,3.52,5.0,1.0,0.298,2690.0,Fake
4092,,193.0,0.065,6.42,6.0,,0.404,,Fake
4093,Politics,1001.0,-0.494,7.05,0.0,1.0,0.026,392.0,Real
4094,Politics,570.0,0.028,6.66,0.0,0.0,0.039,,Real
4095,Technology,621.0,0.072,,0.0,1.0,0.062,629.0,Real
4096,Entertainment,160.0,-0.867,5.27,8.0,0.0,0.22,2473.0,Fake
4097,Politics,372.0,-0.837,4.87,2.0,,0.312,815.0,Fake
4098,Politics,,-0.366,7.17,0.0,,0.082,1226.0,Real
4099,Sports,,-0.429,6.52,3.0,1.0,0.205,452.0,Fake
4100,Science,309.0,0.342,2.32,2.0,0.0,0.136,4667.0,Fake
4101,Health,573.0,-0.075,7.19,0.0,0.0,0.068,827.0,Real
4102,Technology,627.0,0.42,8.47,3.0,0.0,0.026,303.0,Real
4103,Entertainment,663.0,-0.154,6.64,2.0,1.0,0.029,231.0,Real
4104,Entertainment,200.0,0.593,,3.0,0.0,0.289,500.0,Fake
4105,Entertainment,487.0,-0.194,7.01,1.0,1.0,0.133,88.0,Real
4106,Health,519.0,-0.461,8.17,1.0,1.0,0.09,661.0,Real
4107,Entertainment,653.0,0.466,6.78,2.0,1.0,0.148,3171.0,Real
4108,Economy,497.0,-0.251,6.09,0.0,1.0,0.111,5551.0,Real
4109,Sports,581.0,0.417,8.42,1.0,1.0,0.082,1029.0,Real
4110,Technology,312.0,0.301,6.13,4.0,1.0,0.293,263.0,Fake
4111,Politics,394.0,-0.42,3.74,,0.0,0.051,1904.0,Fake
4112,Entertainment,634.0,-0.292,,0.0,1.0,0.095,,Real
4113,Health,378.0,-0.547,2.42,2.0,1.0,0.174,459.0,Fake
4114,Politics,473.0,0.054,8.2,1.0,1.0,0.133,623.0,Real
4115,Politics,375.0,0.889,,0.0,,0.355,58.0,Fake
4116,Technology,302.0,-0.016,4.99,8.0,0.0,0.243,3207.0,Fake
4117,Politics,756.0,0.135,7.89,3.0,1.0,0.155,726.0,Real
4118,,245.0,0.988,5.09,4.0,0.0,0.199,956.0,Fake
4119,Politics,50.0,,4.62,2.0,0.0,0.306,5932.0,Fake
4120,Health,412.0,0.065,4.08,6.0,1.0,0.207,2449.0,Fake
4121,Economy,456.0,,,1.0,1.0,0.173,2010.0,Real
4122,Politics,486.0,-0.33,,5.0,0.0,0.063,2179.0,Fake
4123,Health,477.0,0.343,6.83,,1.0,0.145,897.0,Real
4124,Politics,201.0,-0.356,5.67,0.0,0.0,0.053,215.0,Real
4125,Health,597.0,0.061,,1.0,1.0,0.104,302.0,Real
4126,Science,296.0,-0.986,3.89,4.0,0.0,0.29,2334.0,Fake
4127,Technology,712.0,-0.139,8.52,,1.0,0.176,446.0,Real
4128,Technology,493.0,-0.374,6.34,2.0,0.0,0.0,552.0,Real
4129,Economy,331.0,,3.67,4.0,0.0,0.246,2690.0,Fake
4130,Economy,270.0,-0.884,5.08,3.0,1.0,0.095,633.0,Fake
4131,Entertainment,71.0,-0.085,3.26,5.0,0.0,0.371,,Fake
4132,Sports,350.0,-0.093,4.65,4.0,1.0,0.227,349.0,Fake
4133,Health,280.0,-0.415,2.78,2.0,0.0,0.273,492.0,Fake
4134,Entertainment,646.0,0.084,8.0,1.0,1.0,0.056,235.0,Real
4135,Health,468.0,-0.172,5.45,0.0,1.0,0.082,336.0,Real
4136,Health,321.0,-0.509,2.79,6.0,0.0,0.154,798.0,Fake
4137,Entertainment,513.0,-0.287,,,1.0,0.16,306.0,Real
4138,Politics,421.0,0.163,1.62,7.0,1.0,,5116.0,Fake
4139,Entertainment,594.0,-0.219,6.83,1.0,0.0,0.055,,Real
4140,Politics,502.0,-0.106,8.33,1.0,1.0,0.037,1746.0,Real
4141,Health,644.0,-0.068,4.96,0.0,0.0,0.028,378.0,Real
4142,Economy,573.0,-0.313,5.94,3.0,1.0,0.101,20.0,Real
4143,Entertainment,412.0,-0.541,2.91,9.0,0.0,,455.0,Fake
4144,Science,578.0,-0.257,3.66,0.0,1.0,0.129,844.0,Real
4145,Economy,374.0,0.349,7.13,2.0,1.0,,736.0,Real
4146,Health,298.0,0.243,,1.0,1.0,0.092,356.0,Real
4147,Health,385.0,0.902,2.77,5.0,1.0,0.177,770.0,Fake
4148,Technology,130.0,0.323,5.97,,0.0,,1124.0,Real
4149,Health,202.0,-0.824,3.75,3.0,1.0,0.136,572.0,Fake
4150,Technology,151.0,0.109,2.83,3.0,1.0,0.131,657.0,Fake
4151,Entertainment,366.0,0.103,6.93,0.0,0.0,0.019,140.0,Real
4152,Entertainment,,0.058,5.14,0.0,0.0,0.131,375.0,Real
4153,Technology,443.0,0.122,2.96,8.0,0.0,0.317,3326.0,Fake
4154,Politics,474.0,0.744,4.28,4.0,1.0,0.255,6731.0,Fake
4155,Technology,188.0,-0.535,0.69,6.0,1.0,0.253,305.0,Fake
4156,Politics,348.0,-0.643,1.23,1.0,0.0,0.283,,Fake
4157,Sports,266.0,0.389,3.16,8.0,,0.255,653.0,Fake
4158,Health,455.0,-0.312,8.97,1.0,1.0,0.106,99.0,Real
4159,Economy,416.0,0.212,8.22,0.0,1.0,0.097,867.0,Real
4160,Technology,335.0,0.425,2.28,8.0,1.0,0.344,1385.0,Fake
4161,Economy,334.0,-0.96,2.06,2.0,0.0,0.151,825.0,Fake
4162,Entertainment,540.0,-0.164,5.61,0.0,1.0,0.123,1570.0,Real
4163,,550.0,-0.111,8.26,0.0,1.0,,1154.0,Real
4164,Economy,365.0,-0.174,8.52,2.0,1.0,0.094,,Real
4165,Health,494.0,0.274,8.94,1.0,,0.082,2377.0,Real
4166,Politics,263.0,-0.051,3.77,3.0,1.0,0.412,2334.0,Fake
4167,Entertainment,763.0,-0.433,7.88,1.0,1.0,0.024,709.0,Real
4168,Politics,555.0,-0.268,6.47,1.0,1.0,0.0,907.0,Real
4169,,673.0,0.432,,2.0,1.0,0.034,325.0,Real
4170,Technology,641.0,0.11,8.29,,1.0,,178.0,Real
4171,Technology,310.0,0.039,4.08,9.0,0.0,0.105,367.0,Fake
4172,Sports,435.0,-0.805,4.25,4.0,1.0,0.261,2313.0,Fake
4173,Entertainment,687.0,0.455,7.27,1.0,1.0,0.033,846.0,Real
4174,Health,611.0,0.241,10.0,0.0,1.0,0.046,749.0,Real
4175,Entertainment,611.0,0.354,5.3,4.0,1.0,,662.0,Real
4176,Politics,774.0,0.251,5.85,2.0,1.0,0.062,42.0,Real
4177,Economy,247.0,,4.11,4.0,0.0,0.283,2203.0,Fake
4178,Entertainment,102.0,0.88,0.41,5.0,1.0,0.441,1037.0,Fake
4179,Sports,176.0,0.037,3.59,3.0,1.0,0.441,1707.0,Fake
4180,,500.0,0.37,7.18,0.0,1.0,0.038,2254.0,Real
4181,Health,403.0,-0.419,,0.0,1.0,0.0,653.0,Real
4182,Health,391.0,0.738,2.14,5.0,0.0,0.587,1229.0,Fake
4183,Sports,321.0,-0.34,6.08,3.0,,0.324,58.0,Fake
4184,Politics,220.0,0.447,5.62,3.0,0.0,0.243,2331.0,Fake
